study,cancer_type,protein,transcript,expression
TCGA,TCGA Lung Adenocarcinoma,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": 0.5955, ""q1"": -1.2770000000000001, ""q3"": 2.105, ""whislo"": -5.574, ""whishi"": 5.375, ""fliers"": [-6.506, -9.966, -9.966, -6.506], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Lung Adenocarcinoma,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-1.086, -1.149, -1.994, -2.727, -4.035, -2.727, -0.0877, -4.035, -3.626, -4.035, -2.466, -3.047, -1.595, -4.035, -3.047, -2.635, -1.732, -2.727, -3.308, -2.826, -2.932, -3.458, -1.248, -2.114, -2.635, -2.932, -1.318, -3.171, -4.035, -4.495, -0.5973, -1.781, -2.635, -2.635, -2.727, -2.727, -3.816, -1.117, -2.178, -3.816, -2.315, -3.626, -3.816, -2.548, -3.308, -2.466, -2.315, -2.548, -2.114, -4.035, -2.826, -3.047, -2.727, -3.458, -2.635, -4.731, -2.932], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Lung Adenocarcinoma,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -3.171, ""q1"": -9.966, ""q3"": -1.056, ""whislo"": -9.966, ""whishi"": 3.111, ""fliers"": [], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Lung Squamous Cell Carcinoma,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -5.574, ""q1"": -9.966, ""q3"": -2.315, ""whislo"": -9.966, ""whishi"": 3.349, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Lung Squamous Cell Carcinoma,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -2.466, ""q1"": -9.966, ""q3"": -0.7108, ""whislo"": -9.966, ""whishi"": 6.67, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Lung Squamous Cell Carcinoma,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -2.19475, ""whislo"": -9.966, ""whishi"": 5.137, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Lung Squamous Cell Carcinoma,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.308, 1.221, -2.114, -4.293, -3.816, -5.012, -4.293, -6.506, -1.552, -5.574, -2.727, -3.816, -3.171, -3.047, -3.308, -1.431, -3.308, -3.308, -2.932, -0.9686, -3.458, -3.308, -2.932, -3.816, -2.245, -6.506, -0.3383, -3.816, -6.506, -2.727, -3.458, -3.626, -5.012, -4.608, -4.293, -2.388, -3.171, -5.012, -5.574, -3.816, -1.994, -2.388, -2.727, -0.1504, -4.293, -1.283, -2.635, -1.595, -2.178, -2.245, -3.171, -4.293, -1.181, -1.47, -2.932, -5.574, -3.816, -4.035, -2.727, -3.171, -5.574, -3.171, -3.308, -1.938, -1.639, -3.308, -1.51, -2.466, -4.608, -2.727, -5.012, 0.9038, -4.608, -1.431, -1.51, -3.047, -4.293, -4.035, -6.506], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Lung Squamous Cell Carcinoma,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -0.1828, ""q1"": -1.994, ""q3"": 1.1495, ""whislo"": -6.506, ""whishi"": 5.768, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 8.201, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Lung Squamous Cell Carcinoma,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.458, -2.932, -1.431, -1.392, -4.293, -3.458, -1.214, -4.035, -3.458, -3.308, -3.816, -3.047, -1.994, -3.047, -3.626, -3.047, -2.826, -4.035, -2.635, -1.47, -3.626, -3.308, -4.293, 0.0158, -3.458, -2.635, -2.932, -2.178, -3.171, -3.308, -3.816, -2.932, -3.816, -1.595, -1.938, -3.047, -3.458, -3.816], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Lung Squamous Cell Carcinoma,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -4.608, ""q1"": -9.966, ""q3"": -1.84425, ""whislo"": -9.966, ""whishi"": 4.96, ""fliers"": [], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Mesothelioma,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -3.721, ""whislo"": -9.966, ""whishi"": 1.022, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Mesothelioma,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -1.7395, ""whislo"": -9.966, ""whishi"": 4.636, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Mesothelioma,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -4.16, ""whislo"": -9.966, ""whishi"": 3.563, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Mesothelioma,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-4.608, -6.506, -5.574, -2.178, -5.012, -2.932, -6.506, -5.012, -5.012, -4.608, -4.608], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Mesothelioma,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -3.047, ""q1"": -5.574, ""q3"": 0.33345, ""whislo"": -9.966, ""whishi"": 6.423, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Mesothelioma,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-0.6643, -3.171, -1.685, -3.458], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Mesothelioma,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -4.293, ""whislo"": -9.966, ""whishi"": 4.191, ""fliers"": [], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Ovarian Serous Cystadenocarcinoma,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -5.574, ""whislo"": -9.966, ""whishi"": 0.7832, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Ovarian Serous Cystadenocarcinoma,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-1.595, -2.635, -2.315, -3.816, -2.315, -0.2498, 0.3573, -4.608, -0.7346, -2.114, -6.506, -2.388, -3.047, -2.114, 1.001, -0.8339, -1.552, -2.388, -4.293, -1.552, -1.392, -2.178, -1.639, -2.114, -5.012, -4.608, -6.506, -4.293, -6.506, -4.608, -2.548, -3.171, -4.293, -2.826, -1.51, -3.539, -0.6643, -2.548, -1.994, -5.012, -3.626, -4.608, -0.4521, -2.826, -2.245, -6.506, -0.5973, -2.932, -2.635, -3.816, -2.315, -3.626, 0.0014, -2.727, -3.308, -5.012, -4.608, -3.626, -0.5756, -1.47, -1.149, -1.938, -1.831, -3.171, -3.816, -2.826, -5.012, -0.8599, 0.434, -4.608, -1.47, -2.388, -2.635, -0.3752, -2.315, -4.293, -4.608, -2.932, -3.171, -0.9406, -5.574, -2.315, -4.608, -1.595, -2.178, -1.283, -4.608, 1.674, -2.178, -3.458, -3.171, -2.315, -3.171, -4.608, -3.171, 2.084, -0.394], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Ovarian Serous Cystadenocarcinoma,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-5.574, -2.826, -1.431, -1.938, -4.293, -5.012, -0.5756, -1.685, -2.727, -2.114, -1.994, -3.171, -2.315, -2.315], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Ovarian Serous Cystadenocarcinoma,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-6.506, -5.574, -6.506, -3.171, -5.574, -6.506, -3.626, -2.932, -3.626, -3.458, -5.012, -2.826, -5.012, -1.732, -6.506, -5.574, -5.012, -5.574, -3.626, -3.458, -5.574, -6.506, -2.635, -5.012, -4.293, -4.293, -5.574, -6.506, -5.574, -4.293, -5.012, -6.506, -6.506, -3.626, -3.626, -5.574, -5.574, -2.932, -4.608, -2.388, -5.574, -4.035, -5.574, -3.626, -5.012, -3.047, -3.816, -5.012, -5.012, -4.293, -5.574, -4.608, -5.574, -5.012, -5.012, -6.506, -3.308, -3.458, -5.574, -6.506, -5.012, -5.012, -3.816, -3.171, -3.626, -4.293, -4.608, -4.608, -3.816, -6.506, -5.574, -4.035, -6.506, -4.608, -3.626, -6.506, -6.506, -6.506, -6.506, -1.831, -5.574, -5.012, -5.012, -5.012, -6.506, -4.608], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Ovarian Serous Cystadenocarcinoma,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -5.012, ""q1"": -9.966, ""q3"": -2.932, ""whislo"": -9.966, ""whishi"": 2.398, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Ovarian Serous Cystadenocarcinoma,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.308, -4.608, -4.293], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Ovarian Serous Cystadenocarcinoma,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.548, -2.466, -5.012, -4.035, -4.293, -5.012, -4.035, -3.047, -4.608, -1.732, -2.114, -5.012, -4.293, -5.574, -4.293, -2.315, -2.548, -2.932, -5.574, -3.626, -2.932, -5.574, -2.635, -1.51, -1.831], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Pancreatic Adenocarcinoma,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -6.506, ""q1"": -9.966, ""q3"": -1.994, ""whislo"": -9.966, ""whishi"": 3.096, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Pancreatic Adenocarcinoma,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -3.171, ""q1"": -9.966, ""q3"": 0.22144999999999998, ""whislo"": -9.966, ""whishi"": 6.531, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Pancreatic Adenocarcinoma,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -2.2465, ""whislo"": -9.966, ""whishi"": 4.911, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Pancreatic Adenocarcinoma,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-5.574, -1.781, -5.574, -4.035, -3.171, 0.7146, -1.181, 0.5666, -5.574, -0.7834, -5.574, -6.506, -3.816, -1.149, -2.932, -4.608, -3.171, -1.884, -1.431, -2.245, -5.574, -5.012, -2.932, -2.727, -2.114, -5.574, -1.781, -3.308, -1.994, -3.458, -4.035, -2.727, -2.466, -2.114, -1.781], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Pancreatic Adenocarcinoma,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -1.026, ""q1"": -3.9255, ""q3"": 1.4415, ""whislo"": -9.966, ""whishi"": 7.733, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Pancreatic Adenocarcinoma,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.308, -3.047, -1.552, -3.308, -0.4131, -3.171, -3.626, -3.308, -2.315, -3.626, -0.1345, -3.458, -2.548, -1.552, -0.0425, -1.283, -2.245, -2.315, -2.466, -3.816, -3.626, -3.308, -3.626], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Pancreatic Adenocarcinoma,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -1.7565, ""whislo"": -9.966, ""whishi"": 4.73, ""fliers"": [], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Pheochromocytoma & Paraganglioma,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -6.506, ""whislo"": -9.966, ""whishi"": -2.315, ""fliers"": [-0.4719], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Pheochromocytoma & Paraganglioma,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.626, -4.035, -4.608, -1.47, -2.548, -1.831, -2.548, -4.293, -3.626, -4.608, -5.012, -2.727, -1.026, -1.685, -3.047, -2.548, -3.626, -3.308, -2.245, -2.932, -3.626, -5.012, -3.626, -5.574, -5.574, -1.47, -2.932, -5.012, -1.781, -4.293, -1.781, -4.608, -4.608, -4.035, -1.392, -2.635, -6.506, -1.938, -2.245, -5.012, -2.388, 0.0718, -6.506], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Pheochromocytoma & Paraganglioma,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-1.431, -2.727, -5.012, -3.816, -4.035, -3.047, -3.626, -2.315, -5.574, -4.608, -2.178, -4.608, -2.053, -2.932, -4.035, -3.816, -3.816, -2.114, -4.293, -3.308], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Pheochromocytoma & Paraganglioma,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-6.506, -5.574, -5.012, -5.574, -5.012, -5.574, -3.816, -6.506, -5.012, -2.466, -5.574, -5.574, -3.308, -5.574, -3.308, -4.035, -4.293, -6.506, -6.506, -3.171, -4.293, -5.574, -3.626, -3.047, -5.574, -4.608, -5.012, -5.574, -5.574, -6.506, -4.293], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Pheochromocytoma & Paraganglioma,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -4.608, ""q1"": -6.506, ""q3"": -3.047, ""whislo"": -9.966, ""whishi"": 0.6145, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Pheochromocytoma & Paraganglioma,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.932, -3.171], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Pheochromocytoma & Paraganglioma,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.114, -5.574, -2.466, -2.932, -4.608, -3.308, -4.608, -2.826, -4.035, -3.626, -2.178, -3.047, -4.293, -4.293, -5.012, -1.595, -2.548, -2.114, -5.574, -3.047, -5.012, -4.293, -1.026, -4.608, -0.9132, -1.831, -2.727, -3.308, -3.171], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Prostate Adenocarcinoma,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -3.816, ""whislo"": -9.966, ""whishi"": 2.642, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Prostate Adenocarcinoma,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -3.458, ""whislo"": -9.966, ""whishi"": 3.558, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Prostate Adenocarcinoma,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.727, -5.574, -4.035, -3.816, -2.388, -2.727, -1.355, 2.774, -1.392, -3.458, -6.506, -3.816, -3.626, -1.552, -2.548, 0.4233, -2.245, -5.574, -0.7108, -3.816, -3.816, -2.727, -2.727, -4.608, -0.7346, -3.047, -3.047, -3.626, -1.781, -2.635, -4.035, -4.035, -0.9971, -3.626, -2.315, -3.458, -1.431, -0.2159, -2.466, -1.994, -1.884, -0.9971, 0.3685, -1.318, -0.1187, -3.171, -0.9406, -5.574, -2.245, -3.308, -0.8339, -2.388, -0.4719, 0.099, -3.308, -0.0725, -2.548, -0.0877, -0.8084, -0.6643, -2.826, 0.3115, -3.626, -1.248, -1.732, -4.608, -4.035, -3.816, -0.0725, -2.315, -4.293, -3.816, -1.552, -2.932, -2.245, -3.171, -7.027, 0.1124, -4.035, -2.932, -3.816, -0.4325, -3.308, 1.288, -3.816, -0.8599, -2.178, -0.4921, -1.831, -3.626, -2.932, -2.114], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Prostate Adenocarcinoma,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-5.012, -5.012, -3.816, -3.626, -5.574, -5.012, -5.012, -4.608, -5.574, -3.626, -3.308, -4.608, -5.012, -6.506, -5.574, -4.293, -2.315, -5.574, -1.355, -3.171, -3.626, -5.012, -6.506, -6.506, -5.012, -5.012, -4.293, -2.826, -5.012, -4.035, -4.608, -5.012, -3.458, -6.506, -3.816, -3.458, -5.012, -3.626, -5.012, -4.293, -3.816, -3.308, -2.861, -5.574, -5.012, -3.458, -3.816, -5.012, -5.574, -3.047, -3.458, -4.608, -4.608, -2.727, -3.816, 0.058, -1.214, -4.293, -5.574, -5.012, -6.506, -4.608, -4.293, -3.816, -5.574, -2.896, -3.816, -5.012, -4.035, -3.308, -3.171, -2.053, -3.626, -4.035, -4.035, -6.506, -5.574], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Prostate Adenocarcinoma,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -3.047, ""q1"": -5.012, ""q3"": -1.173, ""whislo"": -9.966, ""whishi"": 4.463, ""fliers"": [5.251, 5.198], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Prostate Adenocarcinoma,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.308, -4.035, -5.012, -2.826, -4.608, -2.932, -3.458, -2.727, -3.171, -3.171, -2.932, -3.047, -2.388, -3.458, -4.035], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Prostate Adenocarcinoma,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [0.0158, -2.932, -2.932, -1.248, -2.178, -0.3752, -0.7588, -1.214, -4.035, -3.308, -2.635, -4.608, -4.293, -5.574, -1.685, -2.315, -1.149, -5.012, -2.388, -0.6416, -1.51, -0.9686, -3.626, -3.626, -3.626, -4.293, 0.4657, -3.171, 1.05, 0.7916, -2.053, -4.608, 0.0718, 0.6332, 0.605, -3.816, -1.552, -3.308, -2.315, -1.248, -3.047, -3.047, -2.932, -2.388, -5.012, -3.458, -1.552, -0.8599, -2.548, 0.9191, -5.574, -1.994, 0.7233, -2.114, -3.816, -2.315, -3.171, -2.178, -1.283, -3.458, -2.727, 2.313, -2.178, -3.626, -1.994, -2.466, -3.047, 0.1257, -1.181, -3.458, -3.171, -2.76, -4.608, -4.035, -3.308, -2.727, 0.03, -0.1031, -2.466, -5.574, -4.035, -2.635, -2.178, -2.548, -3.458, -2.466, -2.114, -1.639, -2.727, -0.3383, -2.727, 0.8246, -0.1993, -2.388, -0.2845, -5.823, -1.685, -6.506, -3.816, -1.781, -1.056, -3.047, -2.388, -2.932, 0.434, -1.595, -0.9406, -5.574, -6.506, -3.047, -0.3201, -3.458, -5.574, -1.884, -1.283, -1.355, 0.03, -2.315, -2.826, -3.626], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Rectum Adenocarcinoma,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -5.012, ""q1"": -9.966, ""q3"": -2.635, ""whislo"": -9.966, ""whishi"": 1.221, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Rectum Adenocarcinoma,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -3.047, ""whislo"": -9.966, ""whishi"": 2.078, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Rectum Adenocarcinoma,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.114, -4.293, -1.392, -1.938, -2.466, -0.5543, -2.388, -2.388, -0.9686, -2.826, -3.047, -3.626, -1.392, -4.035], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Rectum Adenocarcinoma,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-4.608, -5.574, -3.626, -2.466, -4.608, -3.458, -3.308, -3.626, -5.574, -5.574, -5.012, -3.171, -4.608, -3.626, -2.727, -2.635, -5.574, -6.506, -0.6416, -5.012, -5.012], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Rectum Adenocarcinoma,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -2.315, ""q1"": -4.608, ""q3"": -1.117, ""whislo"": -6.506, ""whishi"": 3.958, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Rectum Adenocarcinoma,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.171, -3.816], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Rectum Adenocarcinoma,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-6.506, -0.3752, -1.026, -1.026, -3.171, -2.245, -3.458, -1.214, -2.826, -3.816, -2.548, -2.932, -2.635, -4.608, -3.171, -6.506, -3.308], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Sarcoma,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -5.012, ""whislo"": -9.966, ""whishi"": 2.287, ""fliers"": [4.459], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Sarcoma,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.626, -2.114, -2.932, -2.727, -4.293, -4.608, -1.431, -3.458, -3.171, 1.683, -3.816, -1.214, -0.4131, 3.683, 0.5955, -5.012, -1.214, -3.458, -0.7588, -5.012, -5.012, 1.727, -4.608, -5.574, -3.308, -0.3566, -3.171, -3.047, -2.245, -1.431, -1.639, -5.574, -1.283, 3.501, -2.932, -3.458, -1.214, -3.816, -1.117, -2.178, -0.0574, -2.315, -1.248, -2.114, 0.9419, -0.4921, -4.293, -2.932, 2.669], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
